"year","track_name","track_popularity","artist_name","artist_popularity","danceability","energy","loudness","acousticness","valence","tempo","duration_ms","time_signature"
"2000","I Hope You Dance","67","Lee Ann Womack","57","0.385","0.443","-9.627","0.0632","0.275","151.278","294533","4"
"2000","Never Let You Go - 2008 Remaster","67","Third Eye Blind","62","0.728","0.94","-5.034","0.0814","0.967","113.76","237240","4"
"2000","Come on over Baby (All I Want Is You) - Radio Version","67","Christina Aguilera","75","0.829","0.915","-3.205","0.226","0.779","118.903","203333","4"
"2000","It Feels So Good","67","Sonique","49","0.634","0.677","-7.278","0.0117","0.558","135.012","240867","4"
"2000","Take A Picture","66","Filter","53","0.541","0.776","-8.042","0.00147","0.282","98.986","363800","4"
"2000","That's the Way It Is","66","CÃ©line Dion","72","0.634","0.886","-5.424","0.154","0.577","93.04","241373","4"
"2000","Shackles (Praise You)","66","Mary Mary","51","0.779","0.834","-2.773","0.0343","0.8","100.46","198347","4"
"2000","What a Girl Wants","66","Christina Aguilera","75","0.754","0.819","-6.833","0.0684","0.818","142.137","215800","4"
"2000","Fool Again","65","Westlife","67","0.533","0.512","-6.851","0.0475","0.553","75.984","234867","4"
"2000","Everything You Want","65","Vertical Horizon","49","0.636","0.761","-6.389","0.0517","0.736","93.896","257067","4"
"2000","Hemorrhage (In My Hands)","64","Fuel","54","0.301","0.823","-4.072","0.000144","0.372","152.017","236867","4"
"2000","Born to Make You Happy","63","Britney Spears","78","0.633","0.922","-4.842","0.116","0.686","84.11","243533","4"
"2000","I Turn to You","63","Christina Aguilera","75","0.599","0.47","-8.356","0.38","0.298","127.177","273707","4"
"2000","I Just Wanna Love U (Give It 2 Me)","63","JAY-Z","82","0.8","0.922","-5.125","0.301","0.801","98.631","227867","4"
"2000","Be Like That","63","3 Doors Down","69","0.487","0.702","-6.043","0.00528","0.306","95.982","265907","4"
"2000","Shalala Lala","63","Vengaboys","61","0.751","0.901","-5.802","0.0504","0.973","124.017","214819","4"
"2000","Fill Me In","63","Craig David","62","0.682","0.744","-6.981","0.376","0.827","132.493","257200","4"
"2000","Thank God I Found You (feat. Joe & 98Â°)","62","Mariah Carey","76","0.348","0.532","-5.882","0.592","0.148","129.297","257360","4"
"2000","I Need You","62","LeAnn Rimes","59","0.478","0.736","-7.124","0.02","0.564","144.705","229827","4"
"2000","Life Is A Rollercoaster","61","Ronan Keating","59","0.655","0.791","-8.923","0.1","0.862","118.981","234827","4"
"2000","She Bangs - English Version","61","Ricky Martin","71","0.63","0.95","-4.012","0.000915","0.858","143.866","280627","4"
"2000","Never Be The Same Again","60","Melanie C","53","0.689","0.685","-5.153","0.0921","0.398","160.067","294200","4"
"2000","Against All Odds (Take A Look at Me Now) - Mariah Only","61","Mariah Carey","76","0.542","0.498","-6.332","0.49","0.218","117.763","201933","4"
"2000","Where I Wanna Be","60","Donell Jones","54","0.664","0.396","-9.131","0.52","0.453","102.053","253627","4"
"2000","Hey Baby (Radio Mix)","60","DJ Ã–tzi","55","0.666","0.968","-3.196","0.123","0.834","135.099","219240","4"
"2000","The Way You Love Me","60","Faith Hill","61","0.627","0.716","-7.175","0.127","0.734","101.99","186067","4"
"2000","Be With You","60","Enrique Iglesias","75","0.683","0.866","-5.436","0.0395","0.542","121.996","219360","4"
"2000","No More","59","Ruff Endz","42","0.839","0.641","-5.669","0.0324","0.927","97.004","242560","4"
"2000","There You Go","59","P!nk","79","0.822","0.847","-6.729","0.0854","0.668","107.908","202800","4"
"2000","Rise","59","GABRIELLE","55","0.558","0.481","-9.487","0.315","0.631","144.673","219093","4"
"2000","Wonderful","59","Everclear","57","0.514","0.817","-6.489","0.0118","0.734","186.765","280813","4"
"2000","You Sang To Me","59","Marc Anthony","74","0.578","0.894","-5.42","0.0103","0.741","165.98","347107","4"
"2000","Bag Lady","59","Erykah Badu","65","0.724","0.416","-8.964","0.365","0.578","151.181","348893","4"
"2000","Bent","59","Matchbox Twenty","67","0.518","0.83","-6.814","0.0404","0.527","95.468","256133","4"
"2000","Gotta Tell You","59","Samantha Mumba","42","0.739","0.75","-4.513","0.205","0.758","109.983","200160","4"
"2000","Dancing in the Moonlight","58","Toploader","60","0.632","0.856","-3.453","0.0568","0.843","119.404","232693","4"
"2000","Don't Call Me Baby","58","Madison Avenue","48","0.808","0.982","-6.588","0.0585","0.961","124.999","228140","4"
"2000","Let's Get Married","58","Jagged Edge","60","0.761","0.627","-5.554","0.175","0.891","109.821","263227","4"
"2000","Wifey","58","Next","54","0.829","0.652","-8.693","0.067","0.726","99.581","243159","4"
"2000","Case Of The Ex (Whatcha Gonna Do)","58","MÃ½a","60","0.774","0.684","-4.721","0.0687","0.354","98.001","236827","4"
"2000","Freestyler","58","Bomfunk MC's","49","0.822","0.922","-5.798","0.0291","0.568","163.826","306333","4"
"2000","I Wish","58","Carl Thomas","47","0.736","0.666","-4.929","0.0593","0.224","89.824","226760","4"
"2000","The Time Is Now","58","Moloko","53","0.682","0.743","-10.644","0.35","0.546","127.962","318280","4"
"2000","Reach","58","S Club","54","0.597","0.793","-7.006","0.0123","0.755","167.2","243266","4"
"2000","Separated","57","Avant","53","0.798","0.48","-5.564","0.247","0.643","108.241","255600","4"
"2000","Crash and Burn","57","Savage Garden","62","0.581","0.607","-8.458","0.189","0.213","102.03","281467","4"
"2000","Get It On Tonite","57","Montell Jordan","56","0.807","0.498","-9.91","0.259","0.857","99.001","277413","4"
"2000","Desert Rose","57","Sting","68","0.577","0.654","-7.9","0.0143","0.13","111.993","285893","4"
"2000","Don't Think I'm Not","56","Kandi","36","0.859","0.622","-8.196","0.0661","0.433","134.007","243533","4"
"2000","What'chu Like (feat. Tyrese)","56","Da Brat","50","0.879","0.681","-8.951","0.017","0.817","99.974","221160","4"
"2000","Don't Give Up","56","Chicane","55","0.644","0.72","-9.635","0.00145","0.53","132.017","210787","4"
"2000","Cold as Ice","55","M.O.P.","50","0.656","0.88","-5.425","0.0421","0.758","85.565","244467","4"
"2000","I Turn To You","55","Melanie C","53","0.522","0.803","-5.825","0.00117","0.0783","135.205","352173","4"
"2000","I'm Outta Love - Radio Edit","55","Anastacia","58","0.761","0.716","-5.8","0.396","0.649","119.41","245400","4"
"2000","He Can't Love U","55","Jagged Edge","60","0.721","0.836","-3.972","0.112","0.508","126.279","244053","4"
"2000","The Great Beyond","53","R.E.M.","72","0.329","0.747","-6.411","0.125","0.177","109.702","307000","4"
"2000","Most Girls","53","P!nk","79","0.742","0.732","-6.046","0.0424","0.694","97.922","298960","4"
"2000","Back Here","52","BBMAK","35","0.624","0.945","-3.109","0.0698","0.914","104.77","218200","4"
"2000","Music","50","Madonna","79","0.736","0.802","-8.527","0.00149","0.871","119.854","225973","4"
"2001","It Wasn't Me","81","Shaggy","71","0.853","0.606","-4.596","0.0561","0.654","94.759","227600","4"
"2001","Survivor","73","Destiny's Child","69","0.514","0.911","-2.027","0.0559","0.619","161.109","254027","4"
"2001","Stan","84","Eminem","88","0.78","0.768","-4.325","0.0371","0.507","80.063","404107","4"
"2001","Can't Get You out of My Head","80","Kylie Minogue","71","0.766","0.563","-7.516","0.0263","0.964","126.007","230640","4"
"2001","Lady Marmalade - Single Edit","70","Christina Aguilera","75","0.754","0.811","-3.679","0.0185","0.639","109.902","267960","4"
"2001","I'm Like A Bird","75","Nelly Furtado","75","0.623","0.607","-5.113","0.147","0.614","89.654","243160","4"
"2001","Whenever, Wherever","81","Shakira","85","0.794","0.832","-4.862","0.237","0.871","107.657","196160","4"
"2001","The Middle","84","Jimmy Eat World","66","0.643","0.849","-5.428","0.0371","0.903","162.152","165853","4"
"2001","Drops of Jupiter (Tell Me)","81","Train","71","0.481","0.638","-5.862","0.153","0.497","79.064","259933","4"
"2001","Ms. Jackson","83","Outkast","73","0.843","0.806","-5.946","0.143","0.613","94.948","270507","4"
"2001","How You Remind Me","83","Nickelback","75","0.446","0.764","-5.042","0.00135","0.543","172.094","223840","4"
"2001","Island In The Sun","81","Weezer","71","0.654","0.81","-6.26","0.00719","0.661","114.623","200307","4"
"2001","Family Affair","80","Mary J. Blige","68","0.911","0.551","-3.75","0.132","0.969","92.887","265867","4"
"2001","Drive","79","Incubus","67","0.645","0.792","-7.34","0.0562","0.666","90.565","232453","4"
"2001","Rollin' (Air Raid Vehicle)","79","Limp Bizkit","73","0.603","0.933","-3.358","0.00591","0.709","96.306","213760","4"
"2001","Angel","79","Shaggy","71","0.74","0.766","-2.939","0.116","0.807","170.531","235133","4"
"2001","One More Time","79","Daft Punk","79","0.613","0.697","-8.618","0.0194","0.476","122.746","320357","4"
"2001","Ride Wit Me","78","Nelly","73","0.85","0.7","-6.49","0.0616","0.722","101.875","291782","4"
"2001","In Too Deep","77","Sum 41","70","0.568","0.844","-5.875","0.000189","0.766","116.046","207093","4"
"2001","Let Me Blow Ya Mind","77","Eve","65","0.908","0.557","-4.243","0.242","0.897","90.032","230133","4"
"2001","Smooth Criminal","77","Alien Ant Farm","58","0.653","0.964","-4.261","0.00316","0.87","126.928","209267","4"
"2001","Fallin'","77","Alicia Keys","75","0.652","0.609","-7.519","0.263","0.482","95.986","210200","3"
"2001","Thank You","76","Dido","69","0.725","0.583","-9.942","0.3","0.762","79.984","218360","4"
"2001","Your Body Is a Wonderland","76","John Mayer","75","0.647","0.729","-6.251","0.0206","0.687","94.01","249627","4"
"2001","Butterfly","75","Crazy Town","57","0.736","0.811","-4.17","0.00132","0.609","103.502","216733","4"
"2001","U Remind Me","74","USHER","77","0.657","0.629","-4.938","0.194","0.726","93.985","266893","4"
"2001","Fat Lip","76","Sum 41","70","0.402","0.914","-5.215","0.000579","0.626","196.505","178267","4"
"2001","Follow Me","74","Uncle Kracker","60","0.817","0.585","-4.688","0.439","0.916","105.014","218440","4"
"2001","Only Time","73","Enya","69","0.418","0.249","-13.744","0.841","0.213","82.803","218547","4"
"2001","Youth of the Nation","72","P.O.D.","60","0.563","0.86","-7.533","0.00834","0.517","97.867","256240","4"
"2001","Clint Eastwood","72","Gorillaz","77","0.663","0.694","-8.627","0.0253","0.525","167.953","340920","4"
"2001","Again","72","Lenny Kravitz","67","0.55","0.804","-5.218","0.0148","0.789","79.166","231667","4"
"2001","I'm a Slave 4 U","71","Britney Spears","78","0.847","0.843","-3.579","0.415","0.963","110.027","203600","4"
"2001","Get Ur Freak On","71","Missy Elliott","69","0.797","0.75","-9.369","0.533","0.74","177.87","211120","4"
"2001","It's Been Awhile","71","Staind","63","0.509","0.774","-4.054","0.00189","0.0824","116.529","264707","4"
"2001","Hit 'Em Up Style (Oops!)","71","Blu Cantrell","56","0.667","0.773","-4.983","0.201","0.667","89.976","250707","4"
"2001","You Rock My World","71","Michael Jackson","80","0.854","0.673","-3.132","0.038","0.955","95","337733","4"
"2001","Out Of Reach","71","GABRIELLE","55","0.51","0.48","-6.567","0.503","0.496","182.862","196987","4"
"2001","Sing","71","Travis","57","0.33","0.905","-5.047","0.000233","0.259","163.142","228800","4"
"2001","Superman (It's Not Easy)","70","Five For Fighting","55","0.382","0.416","-9.303","0.0733","0.125","102.089","221693","4"
"2001","Differences","70","Ginuwine","63","0.562","0.594","-4.578","0.318","0.423","62.876","265533","4"
